Product Name,Price,Number of Reviews,Product URL,RAM,Storage Capacity,SIM Card Slot,Model,Screen Size
I Phone 15 Pro Max 256 GB UNLOCK  🔓,$419.99,7 product ratings,https://www.ebay.com/itm/296684926200?_skw=phone&epid=20062769681&hash=item4513ccb4f8:g:6hkAAOSw4AZm4NjG&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmcusTaZZMIq3ALcc0eemheM5WczFDY90ovgfcXAbi92vAGyO1jnIyudJMOVb5RxxpLi4JC6b8qtZ9SrFOHZJO2vpq9wV4WA7WX%2BuDlcl60s8ShSZzHGBR6UE5q2yEGc8IE6bzfxE3WmlgCI%2BP8uBJ9wQ4GIG4Qz5DqKuW0ISjMRhUgPfyFBa%2BnrZzfIat0wm32b58STf2H41c9imlao3Gmg2cSjutokGfzfD15N3gsblyzvAQnf2v8CEeR13Lt%2BAvP2Ud54OVzeWo1GBvG%2BIMs%7Ctkp%3ABk9SR_TP2ti8ZA,8 GB,256 GB,Single SIM,Apple iPhone 15 Pro Max,6.7 in
Apple iPhone 15 A2846 T-Mobile Only 128GB Pink Good,$282.19,-,https://www.ebay.com/itm/196477489893?_skw=phone&epid=27062765596&hash=item2dbef892e5:g:R1IAAOSw~tJmgwS0&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmbbWapZIFid3WMoHf04VgO0iB5eJemGUOYMkjFHBV0Cb%2BxZcugVCpFgt8aQ5%2BwDiSEyGDB4sq3jjrf1ccKYrO8eyFXR0xk1gR5upk3px%2BRBMSgWLSDe1yBWs3OZrtQj3Lcm9%2FLw0eAw%2BYErqM7l9weNZ37Edsj0rojiDIO%2BTVLc7e2Os2REdG3TabErWFowFj6y4Q9xeZo4eiW7enkSUK8M0fP%2BUnXOOadR1xTumleVVXfGThSRlNw68Oe6sMl2HEBy8vRdYk75Vn1m5KCJWCV%7Ctkp%3ABk9SR_TP2ti8ZA,-,128 GB,-,Apple iPhone 15,-
Apple iPhone 12 Pro Max 128GB Unlocked Smartphone - Excellent,$451.95,56 product ratings,https://www.ebay.com/itm/384501272640?_skw=phone&epid=17041715649&hash=item59860fd040:g:ngcAAOSwy9RhkpBT&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlO%2FX28bCwvOhRSYnX0TmCcOxH9KvQmHNW19ClVYQuc8zC2xeSBqUSBU7cmexk6%2FUZa1LGGkuOym5w5RwmEUBgtqx1XlgrfebfjRLzTrnjM1USYZGLBtBivUwqUrXVIKxbJTTmCjUMPirD3E54P8Q3XF1%2FEKDV2hKFzYJttk8RZeTdmZG6QqmHpNqutCcE9jysFX975iO4kHGEDdd%2B04wF8oXmI44LCEJgYsU%2BfnOiQQQ%3D%3D%7Ctkp%3ABk9SR_TP2ti8ZA,6 GB,128 GB,Dual SIM (SIM + eSIM),Apple iPhone 12 Pro Max,6.7 in
New Sealed Apple iPhone 11 - 64GB - Black (Unlocked) Black + Extras,$309.99,40 product ratings,https://www.ebay.com/itm/266683953691?_skw=phone&epid=9034209104&hash=item3e179a321b:g:v88AAOSwAnNmcIsl&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnxmfWFOd1AB6K7O70HKOSzbcx1L7OMMGKZDubS6wUYQn89DW9H74Bita%2FoZSdCb16A8l2WKqXIcrIisdjZ%2BtGpCN%2FbJtuO7PX0XQAWv7SeO4o8Xsd7IKrlkkqkA5ppAMJaE3wpV2IkPOy4DphGgvo9suMAYGX7obaNDbmF%2Bz0aevQoUa4kDcyvPeHY9zwAZIKTNO2ihlCJpBNePxnLoT0JOFQj2KOoKU9nqKeQ4VvYUMxnOJiDOzY7OlizUN%2FqtaQQg3yfr%2BNDTu0vSqe81eUE%7Ctkp%3ABk9SR_bP2ti8ZA,-,64 GB,-,Apple iPhone 11,6.1 in
New ListingIPHONE 11 128k.   ATT,$229,-,https://www.ebay.com/itm/204987350768?_skw=phone&hash=item2fba32bef0:g:V2QAAOSwYrlm4eVN&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmsbgomlcA%2BXV0TwLQbLL00wlvtRTiUPtu%2Bl7Zhf6bAB27DXhy09WCUhYBu6qBPicPtx7lGHbzRbuOEUbPUcOQScFiQZBCgyucWXrcK3%2BLPGLk11FOxZQqIc2QoHcjJSnfi2i6XOifMA%2F%2BWVdk6v6U8ICHEGiyIpyz%2BMcrJ0KgHT36GmChKyEFo3da5k0Yq4vNnbtKmWZXsuP9yGduiXKp4TygT5TsXhyc5OH00UG1LUw%3D%3D%7Ctkp%3ABk9SR_bP2ti8ZA,3 GB,128 GB,Single SIM,Apple iPhone 11,6.9 in
New Listing🔥Apple iPhone 15 Pro Max 512 GB - Unlocked - Natural Color,$850,3 product ratings,https://www.ebay.com/itm/387377961583?_skw=phone&epid=11062756683&hash=item5a31869a6f:g:w6UAAOSwViJm4Uxy&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKletA7lpLsl%2Bp0fG3fJVX0HQwkhR2ofI6OmUEEvZAbAhOhXhNIcenP8SdwhwCRUNiXaPXyccuyIyVWgt10Y1uuJd8im25VYyQofg6ycSSdAYVeZzTgQW5vGEbUxse7iXBZhOTyTMrZV8PWFg4Ys5GCpwV8%2Fudb0TrrP1yE39qR%2B%2BTRcf7PIqCnVnEkCGqbw6W8e%2Fqz9H3DhWDdwyx3He2wuz1cYg9zs2SqKTUzYAN1gaLHp70KJoM3XkNviEmco1bu5To6DaVS0Hn4wIvdMlqlS%7Ctkp%3ABk9SR_bP2ti8ZA,8 GB,512 GB,Single SIM,Apple iPhone 15 Pro Max,6.7 in
Apple iPhone 13 Mini 5G Factory Unlocked (Any Carrier) 128 256GB 512GB Very Good,$419.99,-,https://www.ebay.com/itm/204609579118?_skw=phone&epid=28049285644&hash=item2fa3ae686e:g:Th8AAOSwf09isXPI&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKllsRvDhIrAJ%2BpxuTB9P5tT0tpEBQmOnBhhv%2B3hY1blsXQmngrrlVsfHNVqZNbwCT%2FJjsy--kYUC9oSCPY4X1KWDshNmgsjZ7BWPR5UweIdktS0e3xf91yqCrsHsH22HAx7I0Sb0mzP0n3CNAIYAEveigi2z8xOSsv3QMBF5VIfIhBZ8SWyUq2QBLxPW7UDlP1vm2ZlxkcXojnDU7J7YC%2BAGKMRa7CkgTuPZvkDjkxtvw%3D%3D%7Ctkp%3ABk9SR_bP2ti8ZA,-,-,-,Apple iPhone 13 mini,5.4 in
New ListingNew Factory Sealed Apple iPhone 14 Unlocked 128GB Blue Smartphone,$282.19,5 product ratings,https://www.ebay.com/itm/296686149232?_skw=phone&epid=11056248070&hash=item4513df5e70:g:z0gAAOSwqSJm4JN4&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkx7xASkzOFgbVlhKUXjsUpxOBgE7bVtAT0Iknzq17xPV%2FzGQG%2BZVE8kNiukO1uKdMPwwAWsepnb9a3SeNCbD2dfgLp0NwVSZLxRJ9Sf1ae%2BQbHjEkQGr%2FuOXwXXl%2FAvRY2NZ2EaFnNRxQBVQVGQaLqmfeMFZjfZgIOkPUe1se8baA7XukY0iCgoiQq9tJPt9rd4SaRVHlFHHqmXOoPeFH3pRe8VvvPX2X4BkJMysoZa%2F%2BAth%2BF9Y2YUtwXJcqYjWAm1QPTJrlr4Djl7awXeEkQ%7Ctkp%3ABk9SR_bP2ti8ZA,6 GB,128 GB,-,Apple iPhone 14,6.1 in
Apple iPhone 12 mini - 128 GB - Purple (Unlocked),$248.5,4 product ratings,https://www.ebay.com/itm/235734629587?_skw=phone&epid=27045896960&hash=item36e2e0fcd3:g:YCYAAOSwEupm3ZkP&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlX1dtK%2BNEtJUh0oMQ705F8a4nJd9N%2BQMut50I0h3FsXS%2FkmG0Sna9DBZOcMhXMZgLQWD5oz3uD%2BvtJ0E2xLsVobSulgBqbazhDxh41uYydMXAlRloIQ93slL4q%2FiJWzplsV4K7B1R74A6Y8N%2BhmOo3f12hVJxFCrPtiXizueEuDQD9VkZJtXfMdxOtdR%2BuHD2zDoFasB4kXrlQmRooSkoaqaWdp30FaJAl7YeKowbC7A%3D%3D%7Ctkp%3ABk9SR_jP2ti8ZA,4 GB,128 GB,Dual SIM (SIM + eSIM),Apple iPhone 12 mini,5.4 in
Apple iPhone 13 A2482 AT&T Only 256GB Pink Good,$319.99,1 product rating,https://www.ebay.com/itm/186533469998?_skw=phone&epid=7065009750&hash=item2b6e42df2e:g:RygAAOSwU0dmhAPk&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkykf%2B1RT10P6pou5sndt2XrLp%2FCKgltDkK9GWZSKy1vFDoDCyBDbocn3t6yeJxYnLp8dYbXQIy2Yt7GoASjwMtXjUh%2B1HtdTFbQ7KsgvQP22%2BzFIIjTrvGyuDpwJ2sZOa55eaBPijSFA4hMIhcE9WrbpjA11Qa2A%2BuUoVXypubfgSDUoWbBgtWDiMxKR11EFD4yZ84m9JxQ6jAczULovIcDnhtDfEY3TFcno50l6lsEg%3D%3D%7Ctkp%3ABk9SR_jP2ti8ZA,-,256 GB,-,Apple iPhone 13,-
Iphone 15 Pro Max,$750,-,https://www.ebay.com/itm/315733127414?_skw=phone&hash=item49832930f6:g:IqEAAOSwdZRmzi-g&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlsX9PppoMSqnzAWKluLajDGxRWBs3EzAzMFL3e43zV8XXJXSh%2F5w779%2B%2BwhtCt%2FsiGRpVfeWDAWqro1Bpmwg9jTaNAz1c7VkcoP3hSH026ppPAMwsnZ6i35PdOH2EQqDxgGjBpl74pY%2BL7UbWXfHCEak0xU%2F4hdGlBTFpU34E6OfWqdl1Y%2B9cePkO3obg2%2Bc2WGWy8Ighu%2Buwm4TRvPzoPkY1lRYQnhEIG58ttXXjI5g%3D%3D%7Ctkp%3ABk9SR_jP2ti8ZA,8 GB,512 GB,Single SIM,Apple iPhone 15 Pro Max,6.7 in
New Apple iPhone 15 Pro Max 256GB 5G  For AT&T/U.S. Cellular/T-Mobile/Verizon,$799.99,-,https://www.ebay.com/itm/145952736828?_skw=phone&epid=7065009830&hash=item21fb76063c:g:g58AAOSwlP5mvXz8&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnnu%2FSr3fZkWwl7N0d5JJJSWB3FVPXlv7or16wa2kqxpRltYqjyUGTQiJZspstD%2BojaMW7j4s8z%2BnJJuIAZrTCqeWGTYE4Dzm%2BA1xAQgBkww1vvl%2FEYQtYKcPLcxCrVNt0w8%2FFVPJXk6EiLtBlRH1jhqR6ipLXyD0nFeo9dP1WclUtGrT%2BOhzBxvxF1gT3pIRmkMTbJVyKu1KpehOaxKjPfFQeWCHVeE6wzy7sHGHxKjA%3D%3D%7Ctkp%3ABk9SR_jP2ti8ZA,8 GB,256GB 512GB 1TB,eSIM,Apple iPhone 15 Pro Max,6.7 in
Apple iPhone 12-64GB|128GB-All Color Unlocked-Excellent condition  *vE@,$282.19,-,https://www.ebay.com/itm/286043193038?_skw=phone&hash=item429980bece:g:T0UAAOSwj25myxah&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmi59BYAy%2F1vATdZLwJVVLcP4DAbYMaDJTHZrJayfzsv5xFxWHVK%2FDrdijAOrr%2BawVGTonYnEOvpU4OyEON6mvMHwjl%2Bvx556lTUc9qa1lF0bAuL8UpQr2n6bV2sXXEUdNJO3XeRHbTD7rg3PVPR%2FSS0GpeE5BV2PIasLs8hne1onjrTShNk%2BuXvd0fgcrJ%2BmSdVuDs58s1oCh1Ms%2BGB4sSiR%2BGakZJVrLCbgHNhRuE1Gwx7IKJD6%2Btvtwm48GgMbX0DxHjvZf9WQzIP1WIMj5I%7Ctkp%3ABFBM-M_a2Lxk,4 GB,-,Single SIM,Apple iPhone 12,6.1 in
Apple iPhone 15 - 128 GB - Green (Verizon),$450,-,https://www.ebay.com/itm/356004408050?_skw=phone&epid=18062769508&hash=item52e3842af2:g:EboAAOSwhbFm1fff&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnLjg8b5IVLh8jjCoPXbXwT8FTqydc0TPfV%2BbO3HBx6nurdrD8t%2FWKBnzKs5Ad8VnDmrvXC%2BUwn%2BTWqWUBulNCTMriyunsIZilIoqHFJQfjHpvQuKEAJeMzd7eLpNdLtGodcDXLg%2BQKhVlYkyuGsUV9wSM%2FnhpSiTA6%2BdvdBt7%2FX20CTLF6%2B3OWj%2B%2FTdv9xW5CeXTIFDvKD2MRSn3gJv%2BQXZVdp4RIOueg3hPqnxUvJAIrbLDQUVLxpmymjzTV4wfKXmbg19I6kb0a8HSwz7Fcb%7Ctkp%3ABFBM-M_a2Lxk,6 GB,128 GB,eSIM,Apple iPhone 15,6.1 in
